Date,Team,Opp,BO,Pos,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
<a href=wins.aspx?date=2016-04-14&team=Rangers&dh=0>2016-04-14</a>,TEX,BAL,4,3B,1,3,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,.333
<a href=wins.aspx?date=2016-04-13&team=Rangers&dh=0>2016-04-13</a>,TEX,@SEA,4,3B,1,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-04-12&team=Rangers&dh=0>2016-04-12</a>,TEX,@SEA,4,3B,1,4,4,2,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,.500
<a href=wins.aspx?date=2016-04-11&team=Rangers&dh=0>2016-04-11</a>,TEX,@SEA,3,3B,1,4,5,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,.250
<a href=wins.aspx?date=2016-04-10&team=Rangers&dh=0>2016-04-10</a>,TEX,@LAA,4,3B,1,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-04-09&team=Rangers&dh=0>2016-04-09</a>,TEX,@LAA,4,3B,1,4,4,3,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,.750
<a href=wins.aspx?date=2016-04-08&team=Rangers&dh=0>2016-04-08</a>,TEX,@LAA,4,3B,1,5,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,.200
<a href=wins.aspx?date=2016-04-07&team=Rangers&dh=0>2016-04-07</a>,TEX,@LAA,3,3B,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
<a href=wins.aspx?date=2016-04-06&team=Rangers&dh=0>2016-04-06</a>,TEX,SEA,4,3B,1,3,4,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,.667
<a href=wins.aspx?date=2016-04-05&team=Rangers&dh=0>2016-04-05</a>,TEX,SEA,4,3B,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.250
<a href=wins.aspx?date=2016-04-04&team=Rangers&dh=0>2016-04-04</a>,TEX,SEA,4,3B,1,3,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.000
