"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"John Brebbia","Cardinals (AAA)","27","12","2","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","12777"
"Carter Capps","Padres (AAA)","26","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12803"
"Jason Wheeler","Dodgers (AAA)","26","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","13128"
"Matt Carasiti","Rockies (AAA)","25","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13276"
"Jake Barrett","Diamondbacks (AAA)","25","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13322"
"Steven Matz","Mets (AAA)","26","2","4","5","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0",".000","13361"
"Dylan Floro","Cubs (AAA)","26","12","3","3","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",".000","13394"
"Felix Pena","Cubs (AAA)","27","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13403"
"Pierce Johnson","Cubs (AAA)","26","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13435"
"Sam Tuivailala","Cardinals (AAA)","24","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13485"
"Steven Okert","Giants (AAA)","25","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13580"
"Paul Sewald","Mets (AAA)","27","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13892"
"Raudel Lazo","Marlins (AAA)","28","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14077"
"Adam Conley","Marlins (AAA)","27","3","5","6","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",".000","14457"
"Jose Valdez","Padres (AAA)","27","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14470"
"Carlos Estevez","Rockies (AAA)","24","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14542"
"Severino Gonzalez","Marlins (AAA)","24","2","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","14697"
"Bobby Wahl","Athletics (AAA)","25","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14832"
"German Marquez","Rockies (AAA)","22","1","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","15038"
"Silvino Bracho","Diamondbacks (AAA)","24","10","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",".000","15051"
"Rob Zastryzny","Cubs (AAA)","25","6","2","3","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0",".000","15094"
"Layne Somsen","Dodgers (AAA)","28","14","3","4","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0",".000","15301"
"Mike Mayers","Cardinals (AAA)","25","10","16","18","0","0","0","0","0","0","0","0","0","9","0","0","2","0","0","0",".000","15451"
"Marco Gonzales","Cardinals (AAA)","25","4","6","9","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0",".000","15467"
"Nick Wittgren","Marlins (AAA)","26","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15594"
"Odrisamer Despaigne","Marlins (AAA)","30","5","5","7","0","0","0","0","0","0","0","0","0","3","0","0","2","0","0","0",".000","16017"
"Brock Stewart","Dodgers (AAA)","25","2","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","16727"
"Brian Ellington","Marlins (AAA)","26","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17233"
"Phil Maton","Padres (AAA)","24","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18064"
"Drew Steckenrider","Marlins (AAA)","26","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18806"
"Chad Qualls","Rockies (AAA)","38","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","2170"
"Brian Matusz","Diamondbacks (AAA)","30","5","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","2646"
"Ross Detwiler","Athletics (AAA)","31","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","2859"
"Luis Avilan","Dodgers (AAA)","27","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","2882"
"Josh Ravin","Dodgers (AAA)","29","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","2951"
"Clayton Mortensen","Marlins (AAA)","32","12","3","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",".000","3166"
"T.J. McFarland","Diamondbacks (AAA)","28","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","3237"
"Matt Garza","Brewers (AAA)","33","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","3340"
"Ricky Romero","Giants (AAA)","32","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","3403"
"Rubby De La Rosa","Diamondbacks (AAA)","28","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","3862"
"Enrique Burgos","Diamondbacks (AAA)","26","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","3895"
"Brian Duensing","Cubs (AAA)","34","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","4064"
"Manny Parra","Cubs (AAA)","34","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","4279"
"Mitch Harris","Cardinals (AAA)","31","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","4530"
"C.C. Lee","Rockies (AAA)","30","17","3","3","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",".000","5177"
"Wilmer Font","Dodgers (AAA)","27","9","16","20","0","0","0","0","0","0","0","2","0","7","0","0","2","1","0","0",".000","5257"
"Pedro Baez","Dodgers (AAA)","29","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","5420"
"Tim Dillard","Brewers (AAA)","33","12","5","5","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0",".000","5518"
"Junior Guerra","Brewers (AAA)","32","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","5702"
"Wesley Wright","Rangers (AAA)","32","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","5960"
"Aaron Laffey","Diamondbacks (AAA)","32","4","13","13","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0",".000","6248"
"Josh Zeid","Cardinals (AAA)","30","8","13","16","0","0","0","0","0","1","0","1","0","4","0","0","2","0","0","0",".000","6527"
"Cory Burns","Mets (AAA)","29","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","6620"
"Miguel Socolovich","Cardinals (AAA)","30","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","6697"
"Javy Guerra","Marlins (AAA)","31","11","1","3","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0",".000","7407"
"Ryan Webb","Giants (AAA)","31","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","7474"
"Fernando Rodriguez","Cubs (AAA)","33","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","7558"
"Thad Weber","Rockies (AAA)","32","4","5","6","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0",".000","8036"
"Steve Geltz","Dodgers (AAA)","29","8","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","8402"
"Erik Davis","Diamondbacks (AAA)","30","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","8422"
"Matt Reynolds","Giants (AAA)","32","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","8887"
"Jaye Chapman","Rangers (AAA)","30","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","9096"
"Kyle Lobstein","Marlins (AAA)","27","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","9178"
"Rob Scahill","Brewers (AAA)","30","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","9286"
"Brandon Morrow","Dodgers (AAA)","32","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","9346"
"Zac Rosscup","Cubs (AAA)","29","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","9419"
"Cody Decker","Mets (AAA)","30","2","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","9665"
"Carlos Fisher","Padres (AAA)","34","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","9832"
"Zach Phillips","Cardinals (AAA)","30","13","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","99"
"David Berg","Cubs (AAA)","24","4","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","sa187614"
"Andrew Barbosa","Brewers (AAA)","29","11","3","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0",".000","sa327830"
"Fabio Castillo","Dodgers (AAA)","28","9","14","14","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0",".000","sa329114"
"Andury Acevedo","Cubs (AAA)","26","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa395471"
"Jeremy Bleich","Dodgers (AAA)","30","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa454413"
"Malcom Culver","Royals (AAA)","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa454968"
"Kraig Sitton","Giants (AAA)","28","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa501975"
"Tristan Archer","Brewers (AAA)","26","15","3","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","sa503277"
"Josh Lucas","Cardinals (AAA)","26","17","4","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","sa503340"
"Nelson Gonzalez","Rockies (AAA)","27","8","2","3","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",".000","sa506311"
"Jose Rosario","Cubs (AAA)","26","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa506730"
"Juan Paniagua","Cubs (AAA)","27","9","4","4","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0",".000","sa506892"
"Miguel Mejia","Cubs (AAA)","29","8","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa514279"
"Michael Dimock","Padres (AAA)","27","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa526011"
"Jimmy Reyes","Rangers (AAA)","28","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","sa526353"
"Kyle Regnault","Mets (AAA)","28","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa526832"
"Kaleb Fleck","Diamondbacks (AAA)","28","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa526875"
"Adam Weisenburger","Brewers (AAA)","28","2","2","4","0","0","0","0","0","1","0","2","0","2","0","0","0","0","0","0",".000","sa546626"
"Luis Mendez","Rangers (AAA)","24","1","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa548109"
"Victor Payano","Marlins (AAA)","24","5","3","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","sa548111"
"Logan Bawcom","Padres (AAA)","28","13","3","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","sa549287"
"Rowan Wick","Cardinals (AAA)","24","8","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","sa549441"
"Forrest Snow","Brewers (AAA)","28","2","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","sa549462"
"Daniel Gibson","Diamondbacks (AAA)","25","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa549733"
"Chase Johnson","Giants (AAA)","25","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa549740"
"Daniel Poncedeleon","Cardinals (AAA)","25","4","3","5","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0",".000","sa549749"
"D.J. Snelten","Giants (AAA)","25","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa549813"
"Ryan Sherriff","Cardinals (AAA)","27","18","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","sa549863"
"Aaron Kurcz","Athletics (AAA)","26","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa549903"
"Trey Nielsen","Cardinals (AAA)","25","6","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","sa550155"
"Dan Slania","Giants (AAA)","25","6","11","12","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0",".000","sa550172"
"David Roseboom","Mets (AAA)","25","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa550321"
"Bryan Rodriguez","Padres (AAA)","25","6","8","9","0","0","0","0","0","1","0","0","0","5","0","0","1","1","0","0",".000","sa550590"
"Alberto Baldonado","Mets (AAA)","24","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa550649"
"Johendi Jiminian","Rockies (AAA)","24","11","4","5","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",".000","sa550714"
"Roberto Gomez","Giants (AAA)","27","13","4","4","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0",".000","sa551705"
"Beck Wheeler","Mets (AAA)","28","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa578922"
"Tim Shibuya","Dodgers (AAA)","27","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa580380"
"Alexander Capriata","Mariners (AAA)","24","2","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","sa596950"
"Joel Payamps","Diamondbacks (AAA)","23","1","2","3","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0",".000","sa597219"
"Angel Ventura","Brewers (AAA)","24","2","3","4","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",".000","sa597505"
"Tyler Beede","Giants (AAA)","24","8","13","17","0","0","0","0","0","0","0","0","0","8","0","0","4","1","0","0",".000","sa597784"
"Andrew Suarez","Giants (AAA)","24","1","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","sa598260"
"Mark Montgomery","Cardinals (AAA)","26","17","3","6","0","0","0","0","0","0","1","0","0","2","0","1","2","0","0","0",".000","sa598328"
"Greg Nappo","Marlins (AAA)","28","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa599112"
"Chasen Bradford","Mets (AAA)","27","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa599551"
"Chris Ellis","Cardinals (AAA)","24","9","6","6","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","sa602616"
"Sam Howard","Rockies (AAA)","24","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa602898"
"Kurt Heyer","Cardinals (AAA)","26","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa621615"
"Steve Perakslis","Cubs (AAA)","26","4","2","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","sa621679"
"Rafael De Paula","Padres (AAA)","26","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa657482"
"Chris O'Grady","Marlins (AAA)","27","5","6","6","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0",".000","sa658155"
"Logan Taylor","Mets (AAA)","25","8","4","5","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0",".000","sa658168"
"Tim Peterson","Mets (AAA)","26","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa658510"
"Thomas Lee","Cardinals (AAA)","27","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa659442"
"Joe Broussard","Dodgers (AAA)","26","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa708442"
"James Farris","Rockies (AAA)","25","5","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","sa708443"
"Sam Moll","Rockies (AAA)","25","16","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","sa709023"
"Chris Huffman","Padres (AAA)","24","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa709509"
"Rayder Ascanio","Mariners (AAA)","21","3","9","9","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","sa735861"
"Brallan Perez","Rangers (AAA)","21","2","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa736999"
"Alex Balog","Rockies (AAA)","24","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa737622"
"Jacob Rhame","Dodgers (AAA)","24","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa737837"
"Adam Cimber","Padres (AAA)","26","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa737888"
"Jimmie Sherfy","Diamondbacks (AAA)","25","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa737897"
"Joe Gunkel","Dodgers (AAA)","25","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",".000","sa738176"
"Kevin McGowan","Mets (AAA)","25","15","5","6","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0",".000","sa738255"
"Dusten Knight","Giants (AAA)","26","11","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa738418"
"Jason Jester","Padres (AAA)","26","11","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",".000","sa738439"
"Tyler Rogers","Giants (AAA)","26","19","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","sa739036"
"Jack Flaherty","Cardinals (AAA)","21","2","3","4","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0",".000","sa828681"
"Logan Moon","Royals (AAA)","25","1","3","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","sa829029"
"Ryan Williams","Cubs (AAA)","25","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa829137"
"Jerry Vasto","Rockies (AAA)","25","10","2","3","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0",".000","sa829502"
"Brant Whiting","Dodgers (AAA)","25","2","2","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","sa829519"
"Heath Slatton","Giants (AAA)","23","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa875770"
"Jake Winston","Diamondbacks (AAA)","23","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","sa918371"
"Connor Grey","Diamondbacks (AAA)","23","1","1","2","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",".000","sa918420"
