"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value"
"FT","2017-05-20","86.6","-2.5794","5.9662","DJ LeMahieu",518934,534947,"double","hit_into_play_no_out",,,,,"8","DJ LeMahieu doubles (8) on a fly ball to right fielder Scott Schebler.  ","R","R","R","CIN","COL","X","null","fly_ball",1,1,2017,"0.9103","1.0924","-0.0292","1.9652","null","null","null",1,1,"Top","193.00","62.32",,,519023,,"170520_201304",,,,,,,"3.5789","1.6292","359","97.3","24.9320","87.3360","1704","6.6650",490737,534947,519023,458015,606299,553993,446359,594807,571740,594988,"53.8342","0.414","0.634","1.25",1,1,1
"FT","2017-05-20","91.9","-2.4740","5.9541","DJ LeMahieu",518934,534947,"null","ball",,,,,"13","null","R","R","R","CIN","COL","B","null","null",0,1,2017,"0.9218","1.3112","-1.2312","1.6706","null","null","null",1,1,"Top","null","null",,,519023,,"170520_201244",,,,,,,"3.9009","1.9280","null","null","null","92.2150","2267","6.5090",490737,534947,519023,458015,606299,553993,446359,594807,571740,594988,"53.9901","0.000","0.000","null","null","null","null"
"FT","2017-05-20","92.7","-2.5362","5.6715","DJ LeMahieu",518934,534947,"null","called_strike",,,,,"6","null","R","R","R","CIN","COL","S","null","null",0,0,2017,"1.0477","0.6322","0.5502","2.7101","null","null","null",1,1,"Top","null","null",,,519023,,"170520_201231",,,,,,,"3.8770","1.8651","null","null","null","93.9360","2391","6.7740",490737,534947,519023,458015,606299,553993,446359,594807,571740,594988,"53.7244","0.000","0.000","null","null","null","null"
"FF","2017-05-19","93.0","-2.9404","5.1376","DJ LeMahieu",518934,592169,"single","hit_into_play_no_out",,,,,"6","DJ LeMahieu singles on a sharp ground ball to right fielder Scott Schebler.   Charlie Blackmon to 3rd.  ","R","R","R","CIN","COL","X","null","ground_ball",1,0,2017,"0.8335","1.3322","0.4510","2.4266","null","null","453568.00",1,9,"Top","181.15","117.18",,,642156,,"170520_022555",,,,,,,"3.5796","1.6297","89","101.7","2.5650","91.8230","2127","5.7620",490722,592169,642156,594807,606299,553993,570489,571697,571740,594988,"54.7368","0.551","0.516","0.90",1,1,0
"SI","2017-05-19","92.0","-2.9173","5.3299","DJ LeMahieu",518934,592169,"null","ball",,,,,"13","null","R","R","R","CIN","COL","B","null","null",0,0,2017,"1.2142","0.4341","-1.3214","2.7351","null","null","453568.00",1,9,"Top","null","null",,,642156,,"170520_022533",,,,,,,"3.7085","1.8924","null","null","null","90.1690","1801","5.5300",490722,592169,642156,594807,606299,553993,570489,571697,571740,594988,"54.9690","0.000","0.000","null","null","null","null"
"FF","2017-05-19","95.4","-1.5384","5.9852","DJ LeMahieu",518934,547179,"walk","ball",,,,,"14","DJ LeMahieu walks.  ","R","R","R","CIN","COL","B","null","null",3,1,2017,"1.1112","1.6101","0.0529","1.2514","null","null","null",1,7,"Top","null","null",,,571466,,"170520_014202",,,,,,,"3.7159","1.9073","null","null","null","94.1050","2234","6.0490",490722,547179,571466,594807,606299,553993,570489,571697,571740,623182,"54.4502","0.000","0.000","0.70",1,0,0
"FF","2017-05-19","95.6","-1.5954","5.9566","DJ LeMahieu",518934,547179,"null","called_strike",,,,,"7","null","R","R","R","CIN","COL","S","null","null",3,0,2017,"1.2756","1.5551","-0.7868","2.1084","null","null","null",1,7,"Top","null","null",,,571466,,"170520_014144",,,,,,,"3.7308","1.9147","null","null","null","94.1840","2248","5.9490",490722,547179,571466,594807,606299,553993,570489,571697,571740,623182,"54.5502","0.000","0.000","null","null","null","null"
"FF","2017-05-19","95.7","-1.5460","6.0257","DJ LeMahieu",518934,547179,"null","ball",,,,,"14","null","R","R","R","CIN","COL","B","null","null",2,0,2017,"0.9742","1.4591","0.0279","0.9636","null","null","null",1,7,"Top","null","null",,,571466,,"170520_014126",,,,,,,"3.7159","1.9147","null","null","null","94.8930","2276","6.1500",490722,547179,571466,594807,606299,553993,570489,571697,571740,623182,"54.3489","0.000","0.000","null","null","null","null"
"FF","2017-05-19","97.2","-1.7148","5.7346","DJ LeMahieu",518934,547179,"null","ball",,,,,"14","null","R","R","R","CIN","COL","B","null","null",1,0,2017,"1.4182","1.5118","1.3507","0.9359","null","null","null",1,7,"Top","null","null",,,571466,,"170520_014110",,,,,,,"3.5525","1.7809","null","null","null","95.7380","2330","6.0710",490722,547179,571466,594807,606299,553993,570489,571697,571740,623182,"54.4283","0.000","0.000","null","null","null","null"
"FF","2017-05-19","95.5","-1.5208","6.0098","DJ LeMahieu",518934,547179,"null","ball",,,,,"13","null","R","R","R","CIN","COL","B","null","null",0,0,2017,"1.2783","1.5333","-2.4028","2.3849","null","null","null",1,7,"Top","null","null",,,571466,,"170520_014054",,,,,,,"3.7159","1.8553","null","null","null","94.5230","2242","6.0490",490722,547179,571466,594807,606299,553993,570489,571697,571740,623182,"54.4503","0.000","0.000","null","null","null","null"
"CH","2017-05-19","83.7","2.2980","5.9760","DJ LeMahieu",518934,593974,"double","hit_into_play_score",,,,,"6","DJ LeMahieu doubles (7) on a line drive to left fielder Adam Duvall.   Tony Wolters scores.    Charlie Blackmon scores.  ","R","R","L","CIN","COL","X","null","line_drive",3,2,2017,"-0.8593","1.1774","0.3996","2.4910","null","547172.00","453568.00",1,6,"Top","38.73","93.54",,,571466,,"170520_010913",,,,,,,"3.5796","1.6397","340","91.8","24.2290","83.0860","2037","5.9570",490722,593974,571466,458015,606299,553993,446359,594807,571740,623182,"54.5419","0.186","0.242","1.25",1,1,1
"FF","2017-05-19","96.8","1.8343","6.2383","DJ LeMahieu",518934,593974,"null","ball",,,,,"11","null","R","R","L","CIN","COL","B","null","null",2,2,2017,"-0.3662","1.5163","-1.0677","3.0205","null","547172.00","453568.00",1,6,"Top","null","null",,,571466,,"170520_010847",,,,,,,"3.6639","1.8850","null","null","null","95.5140","2030","5.6480",490722,593974,571466,458015,606299,553993,446359,594807,571740,623182,"54.8506","0.000","0.000","null","null","null","null"
"CH","2017-05-19","84.0","2.0232","5.9370","DJ LeMahieu",518934,593974,"null","blocked_ball",,,,,"14","null","R","R","L","CIN","COL","B","null","null",1,2,2017,"-1.0820","0.9121","0.3952","0.1090","null","547172.00","453568.00",1,6,"Top","null","null",,,571466,,"170520_010744",,,,,,,"3.6343","1.8163","null","null","null","83.1930","2083","5.8950",490722,593974,571466,458015,606299,553993,446359,594807,571740,623182,"54.6043","0.000","0.000","null","null","null","null"
"FF","2017-05-19","95.4","1.5910","6.4167","DJ LeMahieu",518934,593974,"null","ball",,,,,"11","null","R","R","L","CIN","COL","B","null","null",0,2,2017,"-0.4587","1.4473","-0.1057","4.1145","null","547172.00","453568.00",1,6,"Top","null","null",,,571466,,"170520_010720",,,,,,,"3.5822","1.8032","null","null","null","94.0960","2061","5.4840",490722,593974,571466,458015,606299,553993,446359,594807,571740,623182,"55.0151","0.000","0.000","null","null","null","null"
"FF","2017-05-19","95.0","2.0265","6.3608","DJ LeMahieu",518934,593974,"null","swinging_strike",,,,,"4","null","R","R","L","CIN","COL","S","null","null",0,1,2017,"-0.5895","1.5676","-0.6332","2.4342","null","547172.00","453568.00",1,6,"Top","null","null",,,571466,,"170520_010701",,,,,,,"3.5796","1.6297","null","null","null","94.0940","2110","5.8750",490722,593974,571466,458015,606299,553993,446359,594807,571740,623182,"54.6242","0.000","0.000","null","null","null","null"
"FF","2017-05-19","96.8","1.9575","6.2989","DJ LeMahieu",518934,593974,"null","foul",,,,,"2","null","R","R","L","CIN","COL","S","null","null",0,0,2017,"-0.7433","1.5515","-0.0440","3.2400","null","547172.00","453568.00",1,6,"Top","null","null",,,571466,,"170520_010648",,,,,,,"3.5696","1.6397","null","null","null","95.2540","2073","5.6490",490722,593974,571466,458015,606299,553993,446359,594807,571740,623182,"54.8501","0.000","0.000","null","null","null","null"
"CU","2017-05-19","79.7","-2.0038","5.6820","DJ LeMahieu",518934,570810,"field_out","hit_into_play",,,,,"14","DJ LeMahieu grounds out, second baseman Jose Peraza to first baseman Joey Votto.  ","R","R","R","CIN","COL","X","4","ground_ball",1,2,2017,"-0.3075","-0.6512","1.1543","2.1929","null","null","null",1,5,"Top","142.36","153.54",,,571466,,"170520_003645",,,,,,,"3.9236","1.6267","5","73.7","-21.7950","79.7680","2164","6.3790",490722,570810,571466,458015,606299,553993,446359,594807,571740,623182,"54.1200","0.047","0.048","0.00",1,0,0
"CH","2017-05-19","84.2","-1.8890","5.6460","DJ LeMahieu",518934,570810,"null","called_strike",,,,,"9","null","R","R","R","CIN","COL","S","null","null",1,1,2017,"0.5809","1.2177","0.7389","1.9654","null","null","null",1,5,"Top","null","null",,,571466,,"170520_003627",,,,,,,"3.5525","1.8032","null","null","null","83.9370","1480","6.2460",490722,570810,571466,458015,606299,553993,446359,594807,571740,623182,"54.2532","0.000","0.000","null","null","null","null"
"FT","2017-05-19","91.3","-2.1395","5.8512","DJ LeMahieu",518934,570810,"null","called_strike",,,,,"5","null","R","R","R","CIN","COL","S","null","null",1,0,2017,"1.2660","1.4164","-0.2291","2.9674","null","null","null",1,5,"Top","null","null",,,571466,,"170520_003606",,,,,,,"3.6119","1.7958","null","null","null","91.2520","2088","6.3480",490722,570810,571466,458015,606299,553993,446359,594807,571740,623182,"54.1504","0.000","0.000","null","null","null","null"
"FF","2017-05-19","92.0","-1.9404","5.8696","DJ LeMahieu",518934,570810,"null","ball",,,,,"12","null","R","R","R","CIN","COL","B","null","null",0,0,2017,"0.7565","1.2366","0.5702","4.1277","null","null","null",1,5,"Top","null","null",,,571466,,"170520_003551",,,,,,,"3.6639","1.8181","null","null","null","91.9750","1918","6.2100",490722,570810,571466,458015,606299,553993,446359,594807,571740,623182,"54.2887","0.000","0.000","null","null","null","null"
"CH","2017-05-19","84.6","-2.2647","5.6290","DJ LeMahieu",518934,570810,"field_out","hit_into_play",,,,,"14","DJ LeMahieu grounds out softly, third baseman Eugenio Suarez to first baseman Joey Votto.  ","R","R","R","CIN","COL","X","5","ground_ball",3,2,2017,"0.6520","1.2249","0.7806","1.0299","null","null","542881.00",2,2,"Top","116.32","179.67",,,571466,,"170519_234222",,,,,,,"3.9236","1.6267","61","33.3","28.4570","83.9680","1608","6.3320",490722,570810,571466,458015,606299,553993,446359,594807,571740,623182,"54.1665","0.145","0.139","0.00",1,0,0
"FF","2017-05-19","91.1","-2.0884","5.6262","DJ LeMahieu",518934,570810,"null","ball",,,,,"14","null","R","R","R","CIN","COL","B","null","null",2,2,2017,"0.8665","1.5460","1.2810","2.5514","null","null","542881.00",2,2,"Top","null","null",,,571466,,"170519_234152",,,,,,,"3.5005","1.7884","null","null","null","90.9650","2052","6.4910",490722,570810,571466,458015,606299,553993,446359,594807,571740,623182,"54.0082","0.000","0.000","null","null","null","null"
"CU","2017-05-19","79.6","-2.1768","5.5639","DJ LeMahieu",518934,570810,"null","ball",,,,,"14","null","R","R","R","CIN","COL","B","null","null",1,2,2017,"-0.1636","-0.3495","1.8255","1.7018","null","null","542881.00",2,2,"Top","null","null",,,571466,,"170519_234130",,,,,,,"3.3965","1.7661","null","null","null","79.1670","2110","6.2870",490722,570810,571466,458015,606299,553993,446359,594807,571740,623182,"54.2115","0.000","0.000","null","null","null","null"
"CU","2017-05-19","79.9","-2.2456","5.6104","DJ LeMahieu",518934,570810,"null","called_strike",,,,,"12","null","R","R","R","CIN","COL","S","null","null",1,1,2017,"-0.2020","-0.4888","0.8696","2.7049","null","null","542881.00",2,2,"Top","null","null",,,571466,,"170519_234111",,,,,,,"3.5896","1.7735","null","null","null","79.7060","2088","6.2690",490722,570810,571466,458015,606299,553993,446359,594807,571740,623182,"54.2296","0.000","0.000","null","null","null","null"
"CH","2017-05-19","81.0","-2.1928","5.4650","DJ LeMahieu",518934,570810,"null","called_strike",,,,,"9","null","R","R","R","CIN","COL","S","null","null",1,0,2017,"0.8142","0.5392","0.4562","1.8730","null","null","542881.00",2,2,"Top","null","null",,,571466,,"170519_234053",,,,,,,"3.5153","1.8255","null","null","null","80.6770","1259","6.1940",490722,570810,571466,458015,606299,553993,446359,594807,571740,623182,"54.3045","0.000","0.000","null","null","null","null"
"FF","2017-05-19","92.1","-2.0295","5.7505","DJ LeMahieu",518934,570810,"null","ball",,,,,"14","null","R","R","R","CIN","COL","B","null","null",0,0,2017,"0.7381","1.2810","0.7485","1.3488","null","null","542881.00",2,2,"Top","null","null",,,571466,,"170519_234036",,,,,,,"3.5896","1.8032","null","null","null","92.2390","2070","6.4540",490722,570810,571466,458015,606299,553993,446359,594807,571740,623182,"54.0447","0.000","0.000","null","null","null","null"
"FF","2017-05-19","92.8","-2.0661","5.9387","DJ LeMahieu",518934,570810,"hit_by_pitch","hit_by_pitch",,,,,"11","DJ LeMahieu hit by pitch.  ","R","R","R","CIN","COL","B","null","null",0,1,2017,"0.9176","1.5645","-2.5050","4.1567","null","453568.00","null",0,1,"Top","null","null",,,571466,,"170519_231214",,,,,,,"3.5786","1.6490","null","null","null","93.2580","2043","6.4880",490722,570810,571466,458015,606299,553993,446359,594807,571740,623182,"54.0109","0.000","0.000","0.70",1,0,0
"FF","2017-05-19","92.8","-2.1709","5.7970","DJ LeMahieu",518934,570810,"null","foul",,,,,"5","null","R","R","R","CIN","COL","S","null","null",0,0,2017,"0.8433","1.6997","0.1204","2.8208","null","453568.00","null",0,1,"Top","null","null",,,571466,,"170519_231153",,,,,,,"3.5686","1.6390","null","null","null","92.7430","2111","6.2440",490722,570810,571466,458015,606299,553993,446359,594807,571740,623182,"54.2550","0.000","0.000","null","null","null","null"
"SI","2017-05-18","93.2","-1.3862","6.1676","DJ LeMahieu",518934,445213,"field_out","hit_into_play",,,,,"4","DJ LeMahieu grounds out, second baseman Brian Dozier to first baseman Joe Mauer.  ","R","R","R","MIN","COL","X","4","ground_ball",1,1,2017,"1.1873","1.4310","-0.2938","2.7210","null","null","null",0,9,"Top","146.29","150.14",,,488771,,"170519_015545",,,,,,,"3.7926","1.8206","5","97.8","-26.6645","null","1922","6.0367",490696,445213,488771,408045,572821,500871,501303,592696,621439,596146,"54.4611","0.150","0.137","0.00",1,0,0
"SI","2017-05-18","92.1","-1.3493","6.1170","DJ LeMahieu",518934,445213,"null","ball",,,,,"13","null","R","R","R","MIN","COL","B","null","null",0,1,2017,"1.1977","1.1833","-1.3896","2.1647","null","null","null",0,9,"Top","null","null",,,488771,,"170519_015521",,,,,,,"3.8097","1.9214","null","null","null","null","1940","6.4037",490696,445213,488771,408045,572821,500871,501303,592696,621439,596146,"54.0942","0.000","0.000","null","null","null","null"
"SI","2017-05-18","93.0","-1.3708","6.2183","DJ LeMahieu",518934,445213,"null","called_strike",,,,,"9","null","R","R","R","MIN","COL","S","null","null",0,0,2017,"1.4277","1.5635","0.2788","2.1024","null","null","null",0,9,"Top","null","null",,,488771,,"170519_015503",,,,,,,"3.7482","1.9126","null","null","null","null","1899","6.0203",490696,445213,488771,408045,572821,500871,501303,592696,621439,596146,"54.4775","0.000","0.000","null","null","null","null"
"SL","2017-05-18","84.5","-1.2255","6.2881","DJ LeMahieu",518934,429722,"field_out","hit_into_play",,,,,"14","DJ LeMahieu grounds out, pitcher Ervin Santana to first baseman Joe Mauer.  ","R","R","R","MIN","COL","X","1","ground_ball",2,2,2017,"-0.4038","0.5786","1.1054","1.6024","null","null","null",2,7,"Top","128.02","181.92",,,460269,,"170518_191041",,,,,,,"3.5546","1.7648","6","72.7","-17.2370","83.3170","null","5.6570",490711,429722,460269,408045,572821,593934,593871,592696,621439,596146,"54.8400","0.057","0.053","0.00",1,0,0
"FF","2017-05-18","91.1","-1.1034","6.4052","DJ LeMahieu",518934,429722,"null","ball",,,,,"11","null","R","R","R","MIN","COL","B","null","null",1,2,2017,"0.5811","1.4095","-0.1950","5.4284","null","null","null",2,7,"Top","null","null",,,460269,,"170518_191022",,,,,,,"3.5127","1.7864","null","null","null","90.1960","2135","5.8090",490711,429722,460269,408045,572821,593934,593871,592696,621439,596146,"54.6882","0.000","0.000","null","null","null","null"
"SL","2017-05-18","82.8","-1.2904","6.4220","DJ LeMahieu",518934,429722,"null","foul",,,,,"14","null","R","R","R","MIN","COL","S","null","null",1,1,2017,"-0.4983","0.5804","0.6902","1.4141","null","null","null",2,7,"Top","null","null",,,460269,,"170518_191000",,,,,,,"3.6474","1.8380","null","null","null","81.4640","null","5.5260",490711,429722,460269,408045,572821,593934,593871,592696,621439,596146,"54.9710","0.000","0.000","null","null","null","null"
"SL","2017-05-18","84.4","-1.0929","6.4143","DJ LeMahieu",518934,429722,"null","ball",,,,,"14","null","R","R","R","MIN","COL","B","null","null",0,1,2017,"-0.7544","0.6764","1.8730","0.7577","null","null","null",2,7,"Top","null","null",,,460269,,"170518_190943",,,,,,,"3.7018","1.8724","null","null","null","82.6160","null","5.4710",490711,429722,460269,408045,572821,593934,593871,592696,621439,596146,"55.0261","0.000","0.000","null","null","null","null"
"FF","2017-05-18","92.9","-1.1502","6.3634","DJ LeMahieu",518934,429722,"null","foul",,,,,"5","null","R","R","R","MIN","COL","S","null","null",0,0,2017,"0.3772","1.5342","-0.1765","3.1314","null","null","null",2,7,"Top","null","null",,,460269,,"170518_190925",,,,,,,"3.7505","1.8638","null","null","null","91.8260","2368","5.8450",490711,429722,460269,408045,572821,593934,593871,592696,621439,596146,"54.6520","0.000","0.000","null","null","null","null"
"FF","2017-05-18","92.6","-3.0594","5.3718","DJ LeMahieu",518934,621244,"field_out","hit_into_play",,,,,"1","DJ LeMahieu lines out to right fielder Max Kepler.  ","R","R","R","MIN","COL","X","9","line_drive",1,1,2017,"1.2337","1.2322","-0.4922","3.4023","null","null","null",2,6,"Top","187.32","85.57",,,488771,,"170519_005820",,,,,,,"3.8126","1.9263","311","88.9","26.8351","null","2073","6.4584",490696,621244,488771,408045,572821,500871,501303,543257,621439,596146,"54.0394","0.085","0.115","0.00",1,0,0
"FT","2017-05-18","93.7","-3.0823","5.4885","DJ LeMahieu",518934,621244,"null","ball",,,,,"13","null","R","R","R","MIN","COL","B","null","null",0,1,2017,"1.6646","1.3150","-0.6850","0.7826","null","null","null",2,6,"Top","null","null",,,488771,,"170519_005753",,,,,,,"3.8360","1.9741","null","null","null","null","2084","6.2545",490696,621244,488771,408045,572821,500871,501303,543257,621439,596146,"54.2434","0.000","0.000","null","null","null","null"
"FF","2017-05-18","92.6","-3.1421","5.5545","DJ LeMahieu",518934,621244,"null","foul",,,,,"5","null","R","R","R","MIN","COL","S","null","null",0,0,2017,"0.6563","2.0660","0.1391","2.5553","null","null","null",2,6,"Top","null","null",,,488771,,"170519_005736",,,,,,,"3.7633","1.8863","null","null","null","null","2213","6.2249",490696,621244,488771,408045,572821,500871,501303,543257,621439,596146,"54.2729","0.000","0.000","null","null","null","null"
"FF","2017-05-18","93.3","-1.2578","6.4018","DJ LeMahieu",518934,429722,"strikeout","called_strike",,,,,"13","DJ LeMahieu called out on strikes.  ","R","R","R","MIN","COL","S","null","null",3,2,2017,"0.3297","1.7731","-0.9472","2.6573","null","null","null",0,5,"Top","null","null",,,460269,,"170518_182729",,,,,,,"3.5471","1.8122","null","null","null","92.7350","2220","6.0770",490711,429722,460269,408045,572821,593934,593871,592696,621439,596146,"54.4205","0.000","0.000","0.00",1,0,0
"FF","2017-05-18","93.3","-1.2701","6.3853","DJ LeMahieu",518934,429722,"null","foul",,,,,"9","null","R","R","R","MIN","COL","S","null","null",3,2,2017,"0.3799","1.9350","0.3033","1.7701","null","null","null",0,5,"Top","null","null",,,460269,,"170518_182707",,,,,,,"3.6646","1.8466","null","null","null","92.4670","2347","6.1760",490711,429722,460269,408045,572821,593934,593871,592696,621439,596146,"54.3212","0.000","0.000","null","null","null","null"
"SL","2017-05-18","84.4","-1.0551","6.4180","DJ LeMahieu",518934,429722,"null","ball",,,,,"14","null","R","R","R","MIN","COL","B","null","null",2,2,2017,"-0.7058","0.7629","0.2421","0.5347","null","null","null",0,5,"Top","null","null",,,460269,,"170518_182641",,,,,,,"3.5299","1.8466","null","null","null","82.8960","null","5.6070",490711,429722,460269,408045,572821,593934,593871,592696,621439,596146,"54.8904","0.000","0.000","null","null","null","null"
"FT","2017-05-18","92.1","-1.1520","6.4235","DJ LeMahieu",518934,429722,"null","ball",,,,,"11","null","R","R","R","MIN","COL","B","null","null",1,2,2017,"0.8994","1.2180","-1.2217","3.6602","null","null","null",0,5,"Top","null","null",,,460269,,"170518_182624",,,,,,,"3.5643","1.7950","null","null","null","91.6780","2091","6.1510",490711,429722,460269,408045,572821,593934,593871,592696,621439,596146,"54.3468","0.000","0.000","null","null","null","null"
"SL","2017-05-18","83.9","-1.4376","6.3537","DJ LeMahieu",518934,429722,"null","ball",,,,,"14","null","R","R","R","MIN","COL","B","null","null",0,2,2017,"-0.4468","1.0430","1.3210","1.2815","null","null","null",0,5,"Top","null","null",,,460269,,"170518_182608",,,,,,,"3.5213","1.8208","null","null","null","82.4060","2271","5.7270",490711,429722,460269,408045,572821,593934,593871,592696,621439,596146,"54.7708","0.000","0.000","null","null","null","null"
